case_name,feature_tag,feature_name,model,seed,n_train,n_test,mae_train,rmse_train,mape_train,mae_test,rmse_test,mape_test,fit_time_s,pred_time_test_s,fit_ms_per_train_sample,pred_us_per_test_sample
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,0,81,21,0.01250164361573828,0.01576161720423303,1.6534221706266574,0.016669916910342517,0.020700615238979515,2.257959157449459,0.0018462578300386667,0.00023260200396180153,0.022793306543687244,11.076285902942931
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,1,81,21,0.012765226438824558,0.01614009035105721,1.681159397556122,0.013328393355731157,0.0172853816038122,1.8161843506977828,0.001255925977602601,0.00023174099624156952,0.015505258982748162,11.035285535312834
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,2,81,21,0.013429831043598447,0.017229760572879643,1.784729505615818,0.009852155233081446,0.012645320620273745,1.2712346454068304,0.0011425879783928394,0.00021849502809345722,0.014106024424602955,10.404525147307487
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,3,81,21,0.01134584959155821,0.015019758069902342,1.501654064862789,0.018566000186814303,0.022751115078150707,2.43287725428911,0.0011010440066456795,0.00020378385670483112,0.013593135884514562,9.70399317642053
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,4,81,21,0.011834957829888549,0.015151626544263956,1.5744582959284634,0.0176482424351224,0.021135950194202637,2.287862769634642,0.001071218866854906,0.00019105710089206696,0.013224924282159335,9.097957185336522
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,5,81,21,0.011979620589926077,0.015361644174834906,1.5869608572792366,0.016673989233453493,0.020529720826473207,2.202599048462847,0.0010616108775138855,0.00021095317788422108,0.013106307129801056,10.045389423058147
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,81,21,0.012130243352673143,0.015887474294521402,1.6005575014571036,0.01623479627859821,0.01890297722907132,2.1309168723775835,0.001116245985031128,0.0002096579410135746,0.013780814630013925,9.983711476836884
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,81,21,0.012375639303449376,0.015988408615726486,1.6372437714857118,0.014813790521119816,0.01905208885324987,1.967802020996467,0.0012782220728695393,0.00021825404837727547,0.01578051941814246,10.393049922727403
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,81,21,0.012481230194224063,0.015882632544728836,1.6414224995027247,0.015550323181781754,0.019904782182227073,2.123441136986151,0.001110697165131569,0.00021012406796216965,0.013712310680636653,10.005907998198554
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,81,21,0.012535591873885407,0.016282409652015686,1.6610862648994336,0.013709836133196731,0.017324477113820715,1.7883641420201484,0.0010814019478857517,0.0001920592039823532,0.01335064133192286,9.145676380112057
