case_name,feature_tag,feature_name,model,mae_test_median,mae_test_std,rmse_test_median,rmse_test_std,mape_test_median,mape_test_std,mae_train_median,mae_train_std,rmse_train_median,rmse_train_std,mape_train_median,mape_train_std,fit_time_s_median,fit_time_s_std,pred_time_test_s_median,pred_time_test_s_std,fit_ms_per_train_sample_median,fit_ms_per_train_sample_std,pred_us_per_test_sample_median,pred_us_per_test_sample_std
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,0.014914745033837318,0.0022065705282537916,0.019151550813672126,0.0026726676229391626,2.0030469974835903,0.30449925822825374,0.013606437856087096,0.0005658311866363663,0.017094427906654983,0.0006541971510876949,1.807127680737167,0.07710793102753777,0.0014191699447110295,4.579206925187156e-05,0.00021858804393559694,8.311137690388356e-06,0.017520616601370734,0.0005653341882947107,10.408954473123664,0.3957684614470647
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,0.017781425573568328,0.003123518277251806,0.022776776871432786,0.004124184572944596,2.3701495113603146,0.4443389052826287,9.944266924423994e-07,0.004186915065111869,1.333778768156122e-06,0.005271794537818566,0.00012959022209020946,0.5523443193365734,0.020914660999551415,0.018157339449381384,0.00035854813177138567,2.8540787761069322e-05,0.2582056913524866,0.224164684560264,17.073720560542174,1.3590851314794916
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,0.01898921165193831,0.004519087272293976,0.022741811414457892,0.004812032106769654,2.4940806412346506,0.592707030881059,0.017281424458821616,0.003183337036060734,0.02138808729626917,0.0035951762188550776,2.2856788536187027,0.4158357807681716,2.4602735940134153,0.9283749258704339,0.0019110995344817638,0.00015728723434393387,30.373748074239693,11.46141883790659,91.00473973722686,7.489868302092088
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,0.015400953771129615,0.0021587157078309413,0.0195544549727249,0.002592615736386229,2.0599683569154057,0.2986922180668732,0.014381318811898362,0.0005677448983415697,0.017825418274562174,0.0006562573859528148,1.9078645070939686,0.0778272704483022,0.0013836885336786509,0.0003253833769355634,0.00022120552603155375,1.337213925928811e-05,0.01708257448985989,0.004017078727599548,10.533596477693035,0.6367685361565766
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,0.014628986308302967,0.002285116623420261,0.018829061092428576,0.002622086041976393,1.932357529414609,0.31043667580032525,0.012525135825288053,0.0005622151204203614,0.015987998620548442,0.0006335067783555017,1.6558439329363805,0.07566365924192149,0.0010964184766635299,8.684052837687794e-05,0.0002072604838758707,1.0441670114204766e-05,0.013536030576092959,0.0010721052886034316,9.869546851231938,0.49722238639070315
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,0.02528936692294105,0.008320717366935473,0.034152057094116284,0.011494854737243142,3.358435892255375,1.106356684152111,0.01294160562426544,0.005709454858507399,0.018370186578677023,0.008587388866125725,1.7239516481085224,0.7598284655605086,0.4876007129205391,0.18481647096957443,0.0004334989935159683,3.222915144166748e-05,6.01976188790789,2.2816848267848693,20.642809215046107,1.5347214972222611
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,0.01394432976190529,0.0023774867412399664,0.018037335136041277,0.002943906717126636,1.8417499922311245,0.3220013995755389,0.005099143878600507,0.00024369795698659543,0.006591155052919314,0.00036798553696145087,0.673898977757398,0.03300190407625889,0.5273276794468984,0.009458159370530178,0.08519815455656499,0.00528895699970376,6.510218264776524,0.11676739963617509,4057.0549788840467,251.85509522398863
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,ridge,0.01454979007263174,0.0021834074679313404,0.018621768534358707,0.002641642576113693,1.947014206977126,0.29994822453540876,0.012912432700850393,0.0005678018456362772,0.016428261028940832,0.0006401213716991695,1.7104685319496458,0.07669601248995386,0.0013203539419919252,0.00011473121686301066,0.00021528243087232113,1.6018787942664567e-05,0.016300665950517594,0.0014164347760865514,10.251544327253388,0.7627994258411698
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,0.018859625083655362,0.0030293919297644453,0.02613421444862865,0.0035372296887071575,2.5203845246199705,0.4109393925467244,0.008075198967835436,0.0002615212185994481,0.008663856663155372,0.0002074083326323908,1.0608709424438292,0.03482297873225897,0.0024266759864985943,0.0003250548056130089,0.00033058098051697016,2.4230457262382547e-05,0.029958962796278944,0.0040130222915186285,15.741951453189055,1.1538312982086927
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,0.019463481671923688,0.0035828154411384244,0.02377782296297445,0.003967185672062463,2.558374474114655,0.4751552226924977,0.017314714420930848,0.002420931246127436,0.021327716831458135,0.0027700837724989697,2.2798218286225076,0.3135416276638151,1.5680441894801334,0.6875494445189697,0.001669143559411168,0.00014550481957697678,19.358570240495474,8.488264747147776,79.48302663862705,6.928800932236989
