case_name,feature_tag,feature_name,model,mae_test_median,mae_test_std,rmse_test_median,rmse_test_std,mape_test_median,mape_test_std,mae_train_median,mae_train_std,rmse_train_median,rmse_train_std,mape_train_median,mape_train_std,fit_time_s_median,fit_time_s_std,pred_time_test_s_median,pred_time_test_s_std,fit_ms_per_train_sample_median,fit_ms_per_train_sample_std,pred_us_per_test_sample_median,pred_us_per_test_sample_std
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,en,0.01595931654499643,0.002251121511221134,0.020272743641099156,0.0025689451050332304,2.1538768350163924,0.30870886779242707,0.014991249228454913,0.0006691670838059402,0.018693728562211926,0.0006498615332196811,1.9873180546385019,0.09108894006165359,0.0014641773886978626,8.814455759826753e-05,0.0002397230127826333,2.704032116062671e-05,0.018076264057998302,0.0010882044147934263,11.415381561077776,1.2876343409822244
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,gpr,0.03461536103565638,0.007851597351266537,0.039437553892353046,0.008433623667204253,4.544864711205243,1.0567537573657162,0.0035877291735963352,0.003452406328096732,0.004125721762945055,0.004408875093586935,0.47438736237424284,0.45539729180153116,0.026285644038580358,0.020283924300432472,0.000413105939514935,2.421612044006694e-05,0.32451412393309087,0.25041881852385767,19.671711405473093,1.15314859238414
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,informer,0.014539934666951502,0.0023983476259763457,0.018225809137386424,0.002967902715906408,1.9300858987629985,0.3280819677102665,0.013293143658579136,0.0014035286641265457,0.016945458626320062,0.0018174911830707086,1.7524136352843513,0.18777602404980373,1.139667509472929,0.475576902829012,0.0018950274679809809,2.1833422687882372e-05,14.069969252752209,5.871319788012493,90.23940323718956,1.0396867946610662
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,lasso,0.01600758270403705,0.0022481187229009035,0.02045887516165767,0.0024993545184513995,2.1485078946474414,0.30821442531410387,0.015027578330074932,0.0006622205810421539,0.01871377620993247,0.0006491600630702303,1.993805010122015,0.09003501377027211,0.001480222912505269,0.00017362638357900034,0.0002490709302946925,2.6922132663042285e-05,0.018274356944509493,0.002143535599740745,11.860520490223454,1.282006317287728
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,0.01627358403239535,0.002413657040448883,0.020856951766092348,0.0028555673600375365,2.177132354446899,0.3325142671055039,0.014632385286932798,0.0006722673211636559,0.018467016219834088,0.0006779416607682353,1.9457416232773725,0.09181973372716898,0.0011840895749628544,0.0003262370323990157,0.0002356779295951128,2.5250983089905787e-05,0.014618389814356227,0.0040276176839384665,11.222758552148228,1.2024277661859897
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,mlp,0.017226570361120054,0.0032966944437686266,0.022119862886687533,0.004661894860005488,2.3091622080043903,0.44281302904392517,0.013614192782036873,0.002959477284713681,0.01722017964201738,0.003808658551595913,1.790632695426277,0.3924063006530697,0.370621734415181,0.17417854351794468,0.0004428485408425331,1.9986603737215655e-05,4.575576968088654,2.150352389110428,21.08802575440634,0.9517430351055076
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,rf,0.014197206746031614,0.0022504115565275635,0.017753682984868683,0.002733650611606145,1.874134511529624,0.3089786321164229,0.005315467952674459,0.0002994252271103391,0.0066500167854369185,0.00036138904402464113,0.7007473796051022,0.040009893638186814,0.52350578608457,0.014209332368258248,0.08504710264969617,0.0026824480613457198,6.463034396105802,0.17542385639825014,4049.862030937913,127.7356219688438
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,ridge,0.01583225657966525,0.002265692126659039,0.0202199854883328,0.0026388862325417884,2.1308110882487723,0.3108723729987903,0.014845891224334846,0.0006752933332937652,0.01861165648987536,0.0006552979000318818,1.9757978356937411,0.09218422665605651,0.0012491659726947546,7.68886688617268e-05,0.00023972790222615004,1.7002074413824628e-05,0.015421802132034007,0.0009492428254534172,11.41561439172143,0.8096225911345062
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,svm,0.016943047895961724,0.0030383090765679624,0.02188861299047909,0.004339234952569889,2.2420806506036097,0.430299245639169,0.010308099890604291,0.0004790007777026543,0.012412295562161217,0.0006605018865319285,1.3521127714519805,0.06544879057424857,0.0025620395317673683,0.00022270962551639584,0.0002903885906562209,1.3799246771700884e-05,0.031630117676140344,0.002749501549585134,13.82802812648671,0.6571069891286131
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,transformer,0.015191035557247344,0.0029096716181576466,0.019130182379396128,0.003444852615853863,2.0072180276832023,0.38869613516277884,0.013473713531847356,0.002081610976354571,0.017013182590525755,0.0023561863703117285,1.7794695417554782,0.2739574629049163,1.0237887320108712,0.3304531438401694,0.0016406236682087183,2.426513686184453e-05,12.639367061862607,4.079668442471227,78.12493658136754,1.1554827077068817
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,xgb,0.016373032750175126,0.002244516554946923,0.019567241776826956,0.0025740049567172527,2.1480473854159103,0.3063294418982177,0.0006241457066712611,2.1869427343035894e-05,0.0007945960628602897,2.00447737300726e-05,0.08164528648008937,0.002814845589041004,0.17231163592077792,0.03068931064063323,0.0010672769276425242,0.0001034618508225229,2.127304147170098,0.37888037827942267,50.822710840120195,4.92675480107252
