case_name,feature_tag,feature_name,model,seed,n_train,n_test,mae_train,rmse_train,mape_train,mae_test,rmse_test,mape_test,fit_time_s,pred_time_test_s,fit_ms_per_train_sample,pred_us_per_test_sample
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,0,81,21,0.015808756565843452,0.019347186293724603,2.0935305151654906,0.012543371433250223,0.01721213133805942,1.716811550960683,0.0020231460221111774,0.0002484570723026991,0.02497711138408861,11.831289157271385
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,1,81,21,0.014626348313155018,0.018150082947752035,1.9372449785518493,0.016551813245990463,0.021403886066487812,2.2575719574340294,0.0013567819260060787,0.00028995401225984097,0.016750394148223196,13.807333917135283
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,2,81,21,0.015945785873612697,0.019687628471015486,2.1273591559555824,0.010803573445027158,0.01486816657519284,1.4146031518876385,0.001234034076333046,0.0002583020832389593,0.015234988596704272,12.300099201855206
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,3,81,21,0.013638627673771603,0.0177971259788052,1.817537995407999,0.018996364706338493,0.023170895210519273,2.4976885407787104,0.0012857469264417887,0.000261722132563591,0.015873418844960355,12.462958693504333
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,4,81,21,0.014635845856074938,0.018604459081007267,1.949754476491739,0.015531912100872633,0.01975264589641397,2.0232907391266837,0.0011417309287935495,0.00019568903371691704,0.014095443565352464,9.318525415091289
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,5,81,21,0.014545350864494374,0.018506175124049513,1.931511003674433,0.016666739952767188,0.019977886160136946,2.22469512618809,0.0012471629306674004,0.00025177001953125,0.015397073218116054,11.989048549107142
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,6,81,21,0.014628924717790657,0.01867489785531238,1.9460503710973152,0.015796231818200213,0.019288907688473116,2.0840904867012298,0.0012384969741106033,0.00024296599440276623,0.015290086100130905,11.569809257274583
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,7,81,21,0.01391267537116401,0.01809109363881201,1.846949821805283,0.017390855135237727,0.02177627750638273,2.319363651279328,0.0011962831486016512,0.00024482584558427334,0.014768927760514212,11.658373599251112
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,8,81,21,0.01430630292221511,0.01792231759160466,1.8875934294620618,0.01567002845461271,0.022147275698080886,2.148644022198974,0.001269639004021883,0.00026379991322755814,0.01567455560520843,12.561900629883722
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,9,81,21,0.014933267466646808,0.01912816335353511,1.9958958468083716,0.014329513508172475,0.017451242913525004,1.8633850057351398,0.0011578458361327648,0.00024032709188759327,0.01429439303867611,11.444147232742536
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,10,81,21,0.015019317090932415,0.019026298668360676,2.00752232978204,0.016033981622272136,0.019091830095393007,2.083953428126967,0.0012589360121637583,0.00024511804804205894,0.015542419903256274,11.672288002002807
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,11,81,21,0.014811667258939483,0.01872566772654933,1.974938194474387,0.015467621646894318,0.019344486138070698,2.028361389555951,0.0011438480578362942,0.0002470908220857382,0.014121580960941902,11.76622962313039
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,12,81,21,0.014494452803111381,0.01820042763698471,1.9206067748712485,0.01605812567614825,0.022984024790385978,2.162306218878197,0.001200434984639287,0.0001917518675327301,0.014820184995546753,9.131041311082386
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,13,81,21,0.014238294160665913,0.01795905238023288,1.8808575778657566,0.016266207865325105,0.02262071189907958,2.195164432649885,0.0011518520768731833,0.00023445207625627518,0.01422039601078004,11.16438458363215
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,14,81,21,0.015334465483411667,0.019418752090052196,2.0364238079575245,0.012679084862991064,0.016002707224106794,1.7033678452594965,0.0010733099188655615,0.0002510340418666601,0.013250739739081006,11.95400199365048
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,15,81,21,0.014977321684098236,0.01908964844697505,1.99211057584039,0.01500725368421596,0.01824099417255873,1.9956707715345925,0.0012121950276196003,0.00018926197662949562,0.014965370711353091,9.012475077595031
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,16,81,21,0.014367056871768213,0.018295738778636647,1.9094125294389717,0.017717628184778338,0.0208298951096082,2.3387632289173723,0.0011800508946180344,0.0002682588528841734,0.01456852956318561,12.774231089722543
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,17,81,21,0.01437886608510018,0.017912359242732902,1.9073407917216325,0.01921266609162239,0.02288473969854177,2.574952635534756,0.001074508996680379,0.0002368958666920662,0.013265543168893567,11.280755556765056
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,18,81,21,0.01342866958347825,0.01665301801433436,1.7711978479243464,0.022159447982440374,0.028254268899793555,3.0169672682629662,0.0011900679673999548,0.00023536104708909988,0.014692197128394504,11.207668909004756
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,19,81,21,0.015583223687761659,0.019466752923789403,2.0747027750467364,0.012606279227960326,0.016099394110634234,1.662844762579709,0.0010682139545679092,0.0002069768961519003,0.013187826599603818,9.856042673900014
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,20,81,21,0.01486582709213131,0.01890495460752551,1.9871498157644163,0.015294176290295149,0.019774861815217207,1.944027760361668,0.0010594232007861137,0.00020937598310410976,0.013079298775137208,9.970284909719512
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,21,81,21,0.015612253546482638,0.01957526342745783,2.0838831936688123,0.01191484585228255,0.015240914373352867,1.5406078156686693,0.0010679340921342373,0.00020005111582577229,0.01318437150783009,9.526243610751061
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,22,81,21,0.014292240178600406,0.018299067922745105,1.887721059423507,0.01572309023561505,0.021797017749793306,2.1337484454397853,0.0010778759606182575,0.00020013004541397095,0.013307110624916761,9.530002162570044
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,23,81,21,0.014335228060027754,0.018473031702500108,1.9169932061562491,0.016844303643562396,0.020084527587915887,2.179686177568289,0.0011097269598394632,0.00023862184025347233,0.013700332837524238,11.362944773974872
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,24,81,21,0.013943790347500233,0.01778240843840502,1.8541172944974205,0.017762153092736516,0.02277955702810807,2.364148906930347,0.0011488019954413176,0.0002091280184686184,0.014182740684460711,9.95847706993421
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,25,81,21,0.015159085983983913,0.019124030265043817,2.0080466239273087,0.01378192963210583,0.017880498906012045,1.8500031601885978,0.001074251951649785,0.00018806499429047108,0.013262369773454137,8.95547591859386
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,26,81,21,0.01432039945789535,0.017810695436616078,1.8875106751456217,0.0182575850321332,0.02302968082917356,2.518177899870862,0.0011830120347440243,0.0001838358584791422,0.014605086848691658,8.754088499006771
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,27,81,21,0.013111563269330622,0.01671670535955684,1.736566611324343,0.020918531224473312,0.027942495523632926,2.795331461782536,0.0010574818588793278,0.0002466989681124687,0.01305533159110281,11.747569910117559
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,28,81,21,0.014264660369678158,0.01801256711577098,1.8877687029269432,0.017610732459211315,0.023336554132514568,2.3962555044501723,0.0010635140351951122,0.00023498712107539177,0.013129802903643361,11.189862908351989
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,29,81,21,0.013577800452145305,0.017443492185014432,1.7998790574192463,0.019273542092762906,0.02341642258302802,2.5794930933053397,0.0011892919428646564,0.00019692489877343178,0.014682616578576006,9.37737613206818
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,30,81,21,0.01547332962004093,0.019122581850929143,2.0508970770910806,0.013726395795078585,0.018045623648249198,1.8685183157553735,0.0010662251152098179,0.00024008913896977901,0.013163273027281703,11.432816141418048
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,31,81,21,0.01345837159012064,0.01728575342175084,1.781264469189411,0.02018402108481549,0.02396276338652177,2.7118910930074276,0.001201489008963108,0.00018894695676863194,0.014833197641519852,8.997474131839617
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,32,81,21,0.015098340153633294,0.01839420600403199,1.9960314657353257,0.015855722877486093,0.021109536980472507,2.1666839569497007,0.0011420680675655603,0.0002544249873608351,0.014099605772414325,12.115475588611194
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,33,81,21,0.014639782892338658,0.018725317989555054,1.94543287545743,0.015240762461440424,0.019909441825441816,2.0312314388131467,0.001123534981161356,0.00020141690038144588,0.01387080223655995,9.591280970545041
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,34,81,21,0.013938925973010932,0.018198945508490924,1.8554529789740488,0.01691034363699367,0.02228456842532424,2.2338320740056563,0.0012099291197955608,0.0002494819927960634,0.014937396540685936,11.88009489505064
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,35,81,21,0.01580288798082904,0.019470744979574378,2.106051788949587,0.012816301611057703,0.016664659244372004,1.6750934910168076,0.0012096390128135681,0.0002385841216892004,0.014933814973007014,11.361148651866687
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,36,81,21,0.014371295643290044,0.01849459499434071,1.9057957287584324,0.01638220958357123,0.02137481246905693,2.1962893641976247,0.0011346268001943827,0.00023748399689793587,0.014007738274004726,11.308761757044566
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,37,81,21,0.014098453727188804,0.01805201724191405,1.8731964326563255,0.018093510382162087,0.022139572766758174,2.4152300245681406,0.0011595790274441242,0.00023757899180054665,0.014315790462273138,11.313285323835554
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,38,81,21,0.01449823601574644,0.018343992966093316,1.9242828934487601,0.01690635991952062,0.021355451110852446,2.2665389855657083,0.0012165580410510302,0.0001915621105581522,0.015019235074704077,9.122005264673913
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,39,81,21,0.015770400924414275,0.01983389365243086,2.1083987698491216,0.011285933562615334,0.013745478712288735,1.4626453489925746,0.0012530379462987185,0.00023586489260196686,0.01546960427529282,11.231661552474613
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,40,81,21,0.014867672231789465,0.018541618742502607,1.972132692952069,0.017730834719662296,0.02162436214769002,2.389218318898025,0.0012081100139766932,0.00023454101756215096,0.014914938444156705,11.168619883911951
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,41,81,21,0.014624908284007296,0.018141894183728156,1.9346035177817176,0.017534363423415036,0.021881092615069465,2.36788285520165,0.0011394189205020666,0.00024773599579930305,0.014066900253111933,11.796952180919194
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,42,81,21,0.01409569311442363,0.01773086641839045,1.8678268764650094,0.01773863033039667,0.024324806485368576,2.3806272801974817,0.00119539606384933,0.00023607304319739342,0.01475797609690531,11.241573485590163
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,43,81,21,0.015303635530925083,0.019071080060297504,2.0412591406583487,0.0127501647210766,0.017913048143878424,1.6849759691743917,0.0010696470271795988,0.00019222800619900227,0.013205518854069122,9.15371458090487
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,44,81,21,0.015469329020442303,0.019065113859129006,2.0535551597439152,0.014211767625769695,0.018316527715660686,1.901295313562139,0.0012404490262269974,0.0002076870296150446,0.015314185508975276,9.889858553097362
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,45,81,21,0.014747919759259577,0.01822910743101735,1.9512974780501064,0.017018620689882896,0.021988182008544067,2.3224918065137086,0.0011437670327723026,0.00023488514125347137,0.01412058065150991,11.185006726355779
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,46,81,21,0.013817363132622574,0.017530974497352844,1.8277500228645356,0.019424648106985087,0.023579679486708822,2.6469550090616742,0.0011891878675669432,0.000198321882635355,0.014681331698357322,9.443899173112142
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,47,81,21,0.01562122534468992,0.019671116177403136,2.0900756960264077,0.012398865447138266,0.015461764078125667,1.573278072271648,0.0011284740176051855,0.0002711149863898754,0.013931777995125747,12.910237447136923
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,48,81,21,0.01333108097220789,0.017425744728212927,1.774727411622158,0.019718052372336897,0.02363262225052682,2.5950207958331224,0.001174320001155138,0.00023725791834294796,0.014497777792038742,11.297996111568951
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,49,81,21,0.01517664308819242,0.0187752483935438,2.016115762655535,0.01425181545373556,0.019275779797959136,1.913300240811731,0.0010596790816634893,0.00020720693282783031,0.013082457798314682,9.866996801325254
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,50,81,21,0.014534097428860903,0.018407171123276965,1.9314803601144959,0.01676247372433978,0.0208840084225765,2.24179692609978,0.001188707072287798,0.00019179796800017357,0.014675395954170344,9.133236571436838
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,51,81,21,0.014921208020851456,0.018570094075166268,1.9896591089712614,0.01584795724479039,0.02102933421064301,2.098974175914041,0.0012496320996433496,0.0001870701089501381,0.015427556785720366,8.908100426197052
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,52,81,21,0.014803395066125312,0.018973246308983865,1.9742046846384178,0.015235924519426722,0.0189767589009483,2.015101965973545,0.001081596128642559,0.00024357601068913937,0.013353038625216779,11.598857651863778
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,53,81,21,0.015080641316750795,0.018938129153630127,2.0104613921448364,0.014457548180629038,0.01826965186972538,1.9197043184104339,0.0011407190468162298,0.0001901579089462757,0.014082951195262098,9.055138521251225
